Date,Open,High,Low,Close,Adj Close,Volume
11-11-2022,17583.25195,17650.94336,16543.48242,17034.29297,17034.29297,55871616488
12-11-2022,17036.875,17066.67578,16651.77539,16799.18555,16799.18555,29717699419
13-11-2022,16799.72266,16920.76563,16320.63477,16353.36523,16353.36523,27209183682
14-11-2022,16352.02832,17109.32422,15872.94141,16618.19922,16618.19922,49630243054
15-11-2022,16617.48438,17051.96289,16542.55078,16884.61328,16884.61328,36599436183
16-11-2022,16884.3418,16960.29492,16430.11133,16669.43945,16669.43945,33925512989
17-11-2022,16670.42578,16726.43945,16460.68359,16687.51758,16687.51758,27868914022
18-11-2022,16687.91211,16947.05859,16564.61133,16697.77734,16697.77734,26862218609
19-11-2022,16696.2207,16797.87695,16570.41016,16711.54688,16711.54688,16106223492
20-11-2022,16712.91992,16746.7793,16248.69238,16291.83203,16291.83203,21313378652
21-11-2022,16291.22363,16291.22363,15599.04688,15787.28418,15787.28418,37429485518
22-11-2022,15782.30078,16253.04785,15656.60645,16189.76953,16189.76953,30726828760
23-11-2022,16195.58887,16638.19336,16170.50293,16610.70703,16610.70703,32958875628
24-11-2022,16611.63672,16771.47461,16501.76758,16604.46484,16604.46484,26129037414
25-11-2022,16602.26953,16603.31641,16388.4043,16521.8418,16521.8418,18678255976
26-11-2022,16521.57617,16666.86328,16416.22852,16464.28125,16464.28125,18000008764
27-11-2022,16463.88281,16594.40625,16437.02539,16444.62695,16444.62695,20443898509
28-11-2022,16440.22266,16482.93359,16054.53027,16217.32227,16217.32227,27743025156
29-11-2022,16217.63965,16522.25781,16139.39648,16444.98242,16444.98242,23581685468
30-11-2022,16445.47656,17190.9375,16445.47656,17168.56641,17168.56641,29523576583
01-12-2022,17168.00195,17197.49805,16888.38867,16967.13281,16967.13281,22895392882
02-12-2022,16968.68359,17088.66016,16877.88086,17088.66016,17088.66016,19539705127
03-12-2022,17090.09766,17116.04102,16888.14063,16908.23633,16908.23633,16217776704
04-12-2022,16908.16992,17157.76758,16903.43945,17130.48633,17130.48633,16824520830
05-12-2022,17128.89453,17378.15234,16922.43164,16974.82617,16974.82617,22209086834
06-12-2022,16975.23828,17091.86328,16939.92188,17089.50391,17089.50391,19889922369
07-12-2022,17089.50586,17109.37695,16750.55859,16848.12695,16848.12695,19675404389
08-12-2022,16847.34961,17267.91602,16788.7832,17233.47461,17233.47461,20496603770
09-12-2022,17232.14844,17280.54688,17100.83594,17133.15234,17133.15234,20328426366
10-12-2022,17134.2207,17216.82617,17120.68359,17128.72461,17128.72461,12706781969
11-12-2022,17129.71094,17245.63477,17091.82031,17104.19336,17104.19336,14122486832
12-12-2022,17102.5,17212.56445,16899.39453,17206.4375,17206.4375,19617581341
13-12-2022,17206.44141,17930.08594,17111.76367,17781.31836,17781.31836,26634741631
14-12-2022,17782.06641,18318.53125,17739.51367,17815.65039,17815.65039,25534481470
15-12-2022,17813.64453,17846.74414,17322.58984,17364.86523,17364.86523,20964448341
16-12-2022,17364.54688,17505.52539,16584.70117,16647.48438,16647.48438,24031608960
17-12-2022,16646.98242,16800.58984,16614.0293,16795.0918,16795.0918,14463581825
18-12-2022,16795.60938,16815.38672,16697.82031,16757.97656,16757.97656,10924354698
19-12-2022,16759.04102,16807.52734,16398.13672,16439.67969,16439.67969,17221074814
20-12-2022,16441.78711,17012.98438,16427.86719,16906.30469,16906.30469,22722096615
21-12-2022,16904.52734,16916.80078,16755.91211,16817.53516,16817.53516,14882945045
22-12-2022,16818.38086,16866.67383,16592.4082,16830.3418,16830.3418,16441573050
23-12-2022,16829.64453,16905.21875,16794.45898,16796.95313,16796.95313,15329265213
24-12-2022,16796.97656,16864.70313,16793.52734,16847.75586,16847.75586,9744636213
25-12-2022,16847.50586,16860.55469,16755.25391,16841.98633,16841.98633,11656379938
26-12-2022,16842.25,16920.12305,16812.36914,16919.80469,16919.80469,11886957804
27-12-2022,16919.29102,16959.8457,16642.07227,16717.17383,16717.17383,15748580239
28-12-2022,16716.40039,16768.16992,16497.55664,16552.57227,16552.57227,17005713920
29-12-2022,16552.32227,16651.75586,16508.68359,16642.3418,16642.3418,14472237479
30-12-2022,16641.33008,16643.42773,16408.47461,16602.58594,16602.58594,15929162910
31-12-2022,16603.67383,16628.98633,16517.51953,16547.49609,16547.49609,11239186456
01-01-2023,16547.91406,16630.43945,16521.23438,16625.08008,16625.08008,9244361700
02-01-2023,16625.50977,16759.34375,16572.22852,16688.4707,16688.4707,12097775227
03-01-2023,16688.84766,16760.44727,16622.37109,16679.85742,16679.85742,13903079207
04-01-2023,16680.20508,16964.58594,16667.76367,16863.23828,16863.23828,18421743322
05-01-2023,16863.47266,16884.02148,16790.2832,16836.73633,16836.73633,13692758566
06-01-2023,16836.47266,16991.99414,16716.42188,16951.96875,16951.96875,14413662913
07-01-2023,16952.11719,16975.01758,16914.19141,16955.07813,16955.07813,7714767174
08-01-2023,16954.14648,17091.14453,16924.05078,17091.14453,17091.14453,9768827914
09-01-2023,17093.99219,17389.95703,17093.99219,17196.55469,17196.55469,18624736866
10-01-2023,17192.94922,17484.7207,17162.99023,17446.29297,17446.29297,15808338949
11-01-2023,17446.35938,17934.89648,17337.99414,17934.89648,17934.89648,18372283782
12-01-2023,18117.59375,19030.08789,17995.20313,18869.58789,18869.58789,34971338710
13-01-2023,18868.90625,19964.32227,18753.16406,19909.57422,19909.57422,29225029694
14-01-2023,19910.53711,21075.14258,19907.82813,20976.29883,20976.29883,38967784639
15-01-2023,20977.48438,20993.74805,20606.98633,20880.79883,20880.79883,19298407543
16-01-2023,20882.22461,21360.875,20715.74609,21169.63281,21169.63281,26792494050
17-01-2023,21175.83398,21438.66016,20978.5332,21161.51953,21161.51953,24999983362
18-01-2023,21161.05078,21564.50195,20541.54492,20688.78125,20688.78125,30005625418
19-01-2023,20686.74609,21163.01172,20685.38086,21086.79297,21086.79297,21152848261
20-01-2023,21085.37305,22692.35742,20919.12695,22676.55273,22676.55273,28799154319
21-01-2023,22677.42773,23282.34766,22511.83398,22777.625,22777.625,32442278429
22-01-2023,22777.98633,23056.73047,22387.90039,22720.41602,22720.41602,24746386230
23-01-2023,22721.08789,23126.48633,22654.30469,22934.43164,22934.43164,26518700512
24-01-2023,22929.62695,23134.01172,22549.74414,22636.46875,22636.46875,26405069715
25-01-2023,22639.26758,23722.09961,22406.07617,23117.85938,23117.85938,30685366709
26-01-2023,23108.95508,23237.07813,22911.37305,23032.77734,23032.77734,26357839322
27-01-2023,23030.7168,23417.7207,22654.59375,23078.72852,23078.72852,25383335641
28-01-2023,23079.96484,23165.89648,22908.8457,23031.08984,23031.08984,14712928379
29-01-2023,23031.44922,23919.89063,22985.07031,23774.56641,23774.56641,27423687259
30-01-2023,23774.64844,23789.34766,22657.58203,22840.13867,22840.13867,27205595568
31-01-2023,22840.79688,23225.02148,22765.56836,23139.2832,23139.2832,22837828665
01-02-2023,23137.83594,23764.53906,22877.75,23723.76953,23723.76953,26683255504
02-02-2023,23720.82422,24167.21094,23468.5957,23471.87109,23471.87109,32066936882
03-02-2023,23469.41211,23678.10352,23279.95508,23449.32227,23449.32227,27083066007
04-02-2023,23446.32031,23556.94922,23291.79492,23331.84766,23331.84766,15639298538
05-02-2023,23332.24805,23423.43555,22841.75977,22955.66602,22955.66602,19564262605
06-02-2023,22954.02148,23119.2793,22692.02539,22760.10938,22760.10938,23825006542
07-02-2023,22757.26758,23310.97461,22756.25781,23264.29102,23264.29102,27187964471
08-02-2023,23263.41602,23367.95898,22731.09766,22939.39844,22939.39844,25371367758
09-02-2023,22946.56641,22996.4375,21773.97461,21819.03906,21819.03906,32572572185
10-02-2023,21819.00586,21941.18555,21539.39258,21651.18359,21651.18359,27078406594
11-02-2023,21651.8418,21891.41016,21618.44922,21870.875,21870.875,16356226232
12-02-2023,21870.90234,22060.99414,21682.82813,21788.20313,21788.20313,17821046406
13-02-2023,21787,21898.41406,21460.08789,21808.10156,21808.10156,23918742607
14-02-2023,21801.82227,22293.14063,21632.39453,22220.80469,22220.80469,26792596581
15-02-2023,22220.58594,24307.8418,22082.76953,24307.8418,24307.8418,32483312909
16-02-2023,24307.34961,25134.11719,23602.52344,23623.47461,23623.47461,39316664596
17-02-2023,23621.2832,24924.04102,23460.75586,24565.60156,24565.60156,41358451255
18-02-2023,24565.29688,24798.83594,24468.37305,24641.27734,24641.27734,19625427158
19-02-2023,24640.02734,25093.05469,24327.64258,24327.64258,24327.64258,25555105670
20-02-2023,24336.62305,25020.45898,23927.91016,24829.14844,24829.14844,28987376573
21-02-2023,24833.04883,25126.85156,24200.36328,24436.35352,24436.35352,31252098714
22-02-2023,24437.41797,24472.33984,23644.31836,24188.84375,24188.84375,30199996781
23-02-2023,24190.71875,24572.08984,23693.91992,23947.49219,23947.49219,30476264066
24-02-2023,23946.00781,24103.70508,23007.07227,23198.12695,23198.12695,26811744928
25-02-2023,23200.125,23210.21094,22861.55859,23175.375,23175.375,16100721565
26-02-2023,23174.15039,23654.36719,23084.2207,23561.21289,23561.21289,16644534842
27-02-2023,23561.45117,23857.89063,23205.87891,23522.87109,23522.87109,22660763494
28-02-2023,23521.83789,23585.38477,23077.65039,23147.35352,23147.35352,20535363434
01-03-2023,23150.92969,23880.63281,23088.62695,23646.55078,23646.55078,24662841200
02-03-2023,23647.01953,23739.13867,23245.02148,23475.4668,23475.4668,20386398516
03-03-2023,23476.63281,23479.34766,22213.23828,22362.67969,22362.67969,26062404610
04-03-2023,22362.92383,22405.17773,22198.98047,22353.34961,22353.34961,11166012913
05-03-2023,22354.14453,22613.68555,22307.14258,22435.51367,22435.51367,13317001733
06-03-2023,22436.81641,22584.29297,22331.31445,22429.75781,22429.75781,17353192895
07-03-2023,22428.32227,22527.41797,22011.26172,22219.76953,22219.76953,22765452204
08-03-2023,22216.44141,22268.89648,21708.05078,21718.08008,21718.08008,22536575684
09-03-2023,21720.08008,21802.7168,20210.30664,20363.02148,20363.02148,30364664171
10-03-2023,20367.00195,20370.5957,19628.25391,20187.24414,20187.24414,39578257695
11-03-2023,20187.87695,20792.52539,20068.66016,20632.41016,20632.41016,30180288176
12-03-2023,20628.0293,22185.03125,20448.80664,22163.94922,22163.94922,29279035521
13-03-2023,22156.40625,24550.83789,21918.19922,24197.5332,24197.5332,49466362688
14-03-2023,24201.76563,26514.7168,24081.18359,24746.07422,24746.07422,54622230164
15-03-2023,24770.92578,25240.61523,23964.91016,24375.96094,24375.96094,43655701450
16-03-2023,24373.45703,25190.32617,24225.11133,25052.78906,25052.78906,33866061747
17-03-2023,25055.12305,27787.8125,24955.16992,27423.92969,27423.92969,50730261335
18-03-2023,27448.11719,27725.95313,26636.26172,26965.87891,26965.87891,35723036817
19-03-2023,26969.50391,28440.56055,26907.7168,28038.67578,28038.67578,37769448859
20-03-2023,28041.60156,28527.72461,27242.88086,27767.23633,27767.23633,44774027664
21-03-2023,27768.39258,28439.5625,27439.64648,28175.81641,28175.81641,36102192830
22-03-2023,28158.7207,28803.33594,26759.99609,27307.4375,27307.4375,33382021890
23-03-2023,27301.95703,28729.84375,27183.36328,28333.97266,28333.97266,24220433689
24-03-2023,28324.11133,28388.4375,27039.26563,27493.28516,27493.28516,25980310960
25-03-2023,27487.33789,27791.82617,27196.23438,27494.70703,27494.70703,13383005987
26-03-2023,27495.52344,28178.14453,27445.04688,27994.33008,27994.33008,13878363192
27-03-2023,27994.06836,28037.92578,26606.68945,27139.88867,27139.88867,18188895178
28-03-2023,27132.88867,27460.71875,26677.81836,27268.13086,27268.13086,17783600385
29-03-2023,27267.03125,28619.54297,27259.66211,28348.44141,28348.44141,20684945906
30-03-2023,28350.14063,29159.90234,27720.16016,28033.5625,28033.5625,22435349951
31-03-2023,28032.26172,28639.89648,27583.71484,28478.48438,28478.48438,19001327598
01-04-2023,28473.33203,28802.45703,28297.17188,28411.03516,28411.03516,10876469901
02-04-2023,28462.8457,28518.95898,27884.08789,28199.30859,28199.30859,12284641999
03-04-2023,28183.08008,28475.62305,27276.7207,27790.2207,27790.2207,19556501327
04-04-2023,27795.27344,28433.74219,27681.30469,28168.08984,28168.08984,15284538859
05-04-2023,28169.72656,28739.23828,27843.76367,28177.98438,28177.98438,17052315986
06-04-2023,28175.22656,28178.38477,27738.75977,28044.14063,28044.14063,13837809380
07-04-2023,28038.9668,28111.59375,27794.03125,27925.85938,27925.85938,10861680497
08-04-2023,27920.51367,28159.86328,27883.38672,27947.79492,27947.79492,9373255556
09-04-2023,27952.36719,28532.83008,27828.48047,28333.05078,28333.05078,12175322951
10-04-2023,28336.02734,29771.46484,28189.27148,29652.98047,29652.98047,19282400094
11-04-2023,29653.67969,30509.08398,29609.30078,30235.05859,30235.05859,20121259843
12-04-2023,30231.58203,30462.48047,29725.57422,30139.05273,30139.05273,18651929926
13-04-2023,29892.74023,30539.8457,29878.62305,30399.06641,30399.06641,17487721001
14-04-2023,30409.5625,31005.60742,30044.49805,30485.69922,30485.69922,22659995079
15-04-2023,30490.75,30601.74023,30245.88281,30318.49609,30318.49609,11940685378
16-04-2023,30315.97656,30555.53711,30157.83203,30315.35547,30315.35547,12854816417
17-04-2023,30317.14648,30319.19727,29275.37109,29445.04492,29445.04492,17872186762
18-04-2023,29449.0918,30470.30273,29154.84961,30397.55273,30397.55273,19480529496
19-04-2023,30394.1875,30411.05469,28669.89844,28822.67969,28822.67969,24571565421
20-04-2023,28823.68359,29076.40039,28037.25781,28245.98828,28245.98828,21340360360
21-04-2023,28249.23047,28349.96875,27177.36523,27276.91016,27276.91016,20759504330
22-04-2023,27265.89453,27872.14258,27169.57031,27817.5,27817.5,13125734602
23-04-2023,27816.14453,27820.24414,27400.31445,27591.38477,27591.38477,12785446832
24-04-2023,27591.73047,27979.98242,27070.84961,27525.33984,27525.33984,17703288330
25-04-2023,27514.87305,28371.07813,27207.93164,28307.59766,28307.59766,17733373139
26-04-2023,28300.05859,29995.83789,27324.54883,28422.70117,28422.70117,31854242019
27-04-2023,28428.46484,29871.54688,28402.88672,29473.78711,29473.78711,27153445027
28-04-2023,29481.01367,29572.79102,28929.60938,29340.26172,29340.26172,17544464887
29-04-2023,29336.56641,29452.45508,29088.04297,29248.48828,29248.48828,10662634333
30-04-2023,29245.51563,29952.0293,29114.02148,29268.80664,29268.80664,14652199272
01-05-2023,29227.10352,29329.93555,27680.79297,28091.56836,28091.56836,18655599976
02-05-2023,28087.17578,28881.29883,27924.12305,28680.53711,28680.53711,16432924527
03-05-2023,28680.49414,29259.5332,28178.38867,29006.30859,29006.30859,19122972518
04-05-2023,29031.30469,29353.18555,28694.03906,28847.71094,28847.71094,15548678514
05-05-2023,28851.48047,29668.9082,28845.50977,29534.38477,29534.38477,17936566518
06-05-2023,29538.85938,29820.12695,28468.9668,28904.62305,28904.62305,15913866714
07-05-2023,28901.62305,29157.51758,28441.36719,28454.97852,28454.97852,11301355486
08-05-2023,28450.45703,28663.27148,27310.13477,27694.27344,27694.27344,19122903752
09-05-2023,27695.06836,27821.40039,27375.60156,27658.77539,27658.77539,14128593256
10-05-2023,27654.63672,28322.6875,26883.66992,27621.75586,27621.75586,20656025026
11-05-2023,27621.08594,27621.94141,26781.82617,27000.78906,27000.78906,16724343943
12-05-2023,26987.66211,27055.64648,25878.42969,26804.99023,26804.99023,19313599897
13-05-2023,26807.76953,27030.48242,26710.87305,26784.07813,26784.07813,9999171605
14-05-2023,26788.97461,27150.97656,26661.35547,26930.63867,26930.63867,10014858959
15-05-2023,26931.38477,27646.34766,26766.09766,27192.69336,27192.69336,14413231792
16-05-2023,27171.51367,27299.30469,26878.94727,27036.65039,27036.65039,12732238816
17-05-2023,27035.4707,27465.92773,26600.14453,27398.80273,27398.80273,15140006925
18-05-2023,27401.65039,27466.52734,26415.10156,26832.20898,26832.20898,15222938600
19-05-2023,26826.75391,27128.61914,26700.21094,26890.12891,26890.12891,11258983301
20-05-2023,26888.8418,27155.1582,26843.27734,27129.58594,27129.58594,7044911360
21-05-2023,27118.42383,27265.91797,26706.92188,26753.82617,26753.82617,8647416921
22-05-2023,26749.89258,27045.73438,26549.73438,26851.27734,26851.27734,11056770492
23-05-2023,26855.96094,27434.68359,26816.17969,27225.72656,27225.72656,13697203143
24-05-2023,27224.60352,27224.60352,26106.57617,26334.81836,26334.81836,16299104428
25-05-2023,26329.46094,26591.51953,25890.59375,26476.20703,26476.20703,13851122697
26-05-2023,26474.18164,26916.66992,26343.94922,26719.29102,26719.29102,12711619225
27-05-2023,26720.18164,26888.88281,26621.14063,26868.35352,26868.35352,7892015141
28-05-2023,26871.1582,28193.44922,26802.75195,28085.64648,28085.64648,14545229578
29-05-2023,28075.5918,28432.03906,27563.87695,27745.88477,27745.88477,15181308984
30-05-2023,27745.12305,28044.75977,27588.50195,27702.34961,27702.34961,13251081851
31-05-2023,27700.5293,27831.67773,26866.45313,27219.6582,27219.6582,15656371534
01-06-2023,27218.41211,27346.10547,26671.7207,26819.97266,26819.97266,14678970415
02-06-2023,26824.55664,27303.86133,26574.64453,27249.58984,27249.58984,14837415000
03-06-2023,27252.32422,27317.05273,26958.00391,27075.12891,27075.12891,8385597470
04-06-2023,27075.12305,27407.01953,26968.22461,27119.06641,27119.06641,9360912318
05-06-2023,27123.10938,27129.98242,25445.16797,25760.09766,25760.09766,21513292646
06-06-2023,25732.10938,27313.82031,25434.86719,27238.7832,27238.7832,21929670693
07-06-2023,27235.65039,27332.18164,26146.98828,26345.99805,26345.99805,19530045082
08-06-2023,26347.6543,26797.51367,26246.66406,26508.2168,26508.2168,11904824295
09-06-2023,26505.92383,26770.28906,26339.31445,26480.375,26480.375,11015551640
10-06-2023,26481.76172,26531.04492,25501.83594,25851.24023,25851.24023,19872933189
11-06-2023,25854.03125,26203.43945,25668.98633,25940.16797,25940.16797,10732609603
12-06-2023,25934.28516,26087.91992,25675.19727,25902.5,25902.5,11677889997
13-06-2023,25902.94141,26376.35156,25728.36523,25918.72852,25918.72852,14143474486
14-06-2023,25920.25781,26041.80078,24902.15234,25124.67578,25124.67578,14265717766
15-06-2023,25121.67383,25735.30859,24797.16797,25576.39453,25576.39453,15837384409
16-06-2023,25575.2832,26463.17383,25245.35742,26327.46289,26327.46289,16324646965
17-06-2023,26328.67969,26769.39453,26174.49219,26510.67578,26510.67578,11090276850
18-06-2023,26510.45703,26675.92578,26325.89063,26336.21289,26336.21289,9565695129
19-06-2023,26335.44141,26984.61133,26312.83203,26851.0293,26851.0293,12826986222
20-06-2023,26841.66406,28388.96875,26668.79102,28327.48828,28327.48828,22211859147
21-06-2023,28311.31055,30737.33008,28283.41016,30027.29688,30027.29688,33346760979
22-06-2023,29995.93555,30495.99805,29679.1582,29912.28125,29912.28125,20653160491
23-06-2023,29896.38281,31389.53906,29845.21484,30695.46875,30695.46875,24115570085
24-06-2023,30708.73828,30804.14844,30290.14648,30548.69531,30548.69531,12147822496
25-06-2023,30545.15039,31041.27148,30327.94336,30480.26172,30480.26172,12703464114
26-06-2023,30480.52344,30636.0293,29955.74414,30271.13086,30271.13086,16493186997
27-06-2023,30274.32031,31006.78711,30236.65039,30688.16406,30688.16406,16428827944
28-06-2023,30696.56055,30703.2793,29921.82227,30086.24609,30086.24609,14571500779
29-06-2023,30086.1875,30796.25,30057.20313,30445.35156,30445.35156,13180860821
30-06-2023,30441.35352,31256.86328,29600.27539,30477.25195,30477.25195,26387306197
01-07-2023,30471.84766,30641.28906,30328.86523,30590.07813,30590.07813,9086606733
02-07-2023,30587.26953,30766.14063,30264.01953,30620.76953,30620.76953,10533418042
03-07-2023,30624.51563,31375.61328,30586.51367,31156.43945,31156.43945,15271884873
04-07-2023,31156.86523,31325.19727,30659.35547,30777.58203,30777.58203,12810828427
05-07-2023,30778.72461,30877.33008,30225.61328,30514.16602,30514.16602,12481622280
06-07-2023,30507.15039,31460.05273,29892.22656,29909.33789,29909.33789,21129219509
07-07-2023,29907.99805,30434.64453,29777.28516,30342.26563,30342.26563,13384770155
08-07-2023,30346.92188,30374.4375,30080.16016,30292.54102,30292.54102,7509378699
09-07-2023,30291.61133,30427.58984,30085.5918,30171.23438,30171.23438,7903327692
10-07-2023,30172.42383,31026.08398,29985.39453,30414.4707,30414.4707,14828209155
11-07-2023,30417.63281,30788.31445,30358.09766,30620.95117,30620.95117,12151839152
12-07-2023,30622.24609,30959.96484,30228.83594,30391.64648,30391.64648,14805659717
13-07-2023,30387.48828,31814.51563,30268.35156,31476.04883,31476.04883,23686079548
14-07-2023,31474.7207,31582.25391,29966.38672,30334.06836,30334.06836,20917902660
15-07-2023,30331.7832,30407.78125,30263.46289,30295.80664,30295.80664,8011667756
16-07-2023,30297.47266,30437.56055,30089.66992,30249.13281,30249.13281,8516564470
17-07-2023,30249.62695,30336.40039,29685.7832,30145.88867,30145.88867,13240156074
18-07-2023,30147.07031,30233.65625,29556.42773,29856.5625,29856.5625,13138897269
19-07-2023,29862.04688,30184.18164,29794.26953,29913.92383,29913.92383,12128602812
20-07-2023,29915.25,30195.53125,29638.0957,29792.01563,29792.01563,14655207121
21-07-2023,29805.11133,30045.99805,29733.85156,29908.74414,29908.74414,10972789818
22-07-2023,29908.69727,29991.61523,29664.12109,29771.80273,29771.80273,7873300598
23-07-2023,29790.11133,30330.64063,29741.52734,30084.53906,30084.53906,9220145050
24-07-2023,30081.66211,30093.39453,28934.29492,29176.91602,29176.91602,15395817395
25-07-2023,29178.9707,29353.16016,29062.43359,29227.39063,29227.39063,10266772793
26-07-2023,29225.75977,29675.55273,29113.91211,29354.97266,29354.97266,13497554655
27-07-2023,29353.79883,29560.9668,29099.35156,29210.68945,29210.68945,10770779217
28-07-2023,29212.16406,29521.51367,29125.8457,29319.24609,29319.24609,11218474952
29-07-2023,29319.44531,29396.84375,29264.16602,29356.91797,29356.91797,6481775959
30-07-2023,29357.09375,29443.16992,29059.50195,29275.30859,29275.30859,8678454527
31-07-2023,29278.31445,29489.87305,29131.57813,29230.11133,29230.11133,11656781982
01-08-2023,29230.87305,29675.73242,28657.02344,29675.73242,29675.73242,18272392391
02-08-2023,29704.14648,29987.99805,28946.50977,29151.95898,29151.95898,19212655598
03-08-2023,29161.8125,29375.70703,28959.48828,29178.67969,29178.67969,12780357746
04-08-2023,29174.38281,29302.07813,28885.33594,29074.0918,29074.0918,12036639988
05-08-2023,29075.38867,29102.46484,28957.79688,29042.12695,29042.12695,6598366353
06-08-2023,29043.70117,29160.82227,28963.83398,29041.85547,29041.85547,7269806994
07-08-2023,29038.51367,29244.28125,28724.14063,29180.57813,29180.57813,13618163710
08-08-2023,29180.01953,30176.79688,29113.81445,29765.49219,29765.49219,17570561357
09-08-2023,29766.69531,30093.43555,29376.80078,29561.49414,29561.49414,18379521213
10-08-2023,29563.97266,29688.56445,29354.44727,29429.5918,29429.5918,11865344789
11-08-2023,29424.90234,29517.77344,29253.51758,29397.71484,29397.71484,10195168197
12-08-2023,29399.78711,29465.11328,29357.58789,29415.96484,29415.96484,6194358008
13-08-2023,29416.59375,29441.43359,29265.80664,29282.91406,29282.91406,7329897180
14-08-2023,29283.26367,29660.25391,29124.10547,29408.44336,29408.44336,14013695304
15-08-2023,29408.04883,29439.12109,29088.85352,29170.34766,29170.34766,12640195779
16-08-2023,29169.07422,29221.97656,28701.7793,28701.7793,28701.7793,14949271904
